
Провести диагностику смартфона	OK	Ремонт цифровой техники -> Планшеты и телефоны
	Ремонт цифровой техники -> Планшеты и телефоны = 0.981	Другое = 0.019
Сфотографировать в студии	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;сфотографирова)
Сфотографировать 5 рекламных поверхностей	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;сфотографирова)
Нужен видеооператор на выпускной	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	видео(1;1.0;видеооператор), фото-видео съемка(1;1.0;видеооператор)
600 фотографий Москвы	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Фотограф, умеющий выставлять студийный свет	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Необходимо провести портретную фотосъемку (бизнес портрет)	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.959	Другое = 0.041
	провести(1;1.0;провест), фото-видео съемка(1;1.0;фотосъемк)
Сделать видеоролик на сайт	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.869	Другое = 0.131
	сайт(1;1.0;сайт), видео(1;1.0;видеоролик)
Снять 45 секунд видео, прислать мне, залить на сайт)))	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.869	Другое = 0.131
	комната(1;1.0;зал), видео(1;1.0;виде), сайт(1;1.0;сайт)
Озвучить видеоролик (женский голос)	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.887	Другое = 0.113
	видео(1;1.0;видеоролик)
Очень срочно нужно подвезти свой (не кропнутый) объектив на съемку видео ролика	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	видео(1;1.0;виде), фото-видео съемка(1;1.0;съемк), видео(1;1.0;виде ролик), видео(1;1.0;ролик), срочно(1;1.0;срочн), фото-видео техника(1;1.0;объект)
Фотографировать заведения Москвы для сми-портала (можно непрофессиональный фотоаппарат, но не iPhone)	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	фото-видео техника(1;1.0;фотоаппарат), фото-видео съемка(1;1.0;фотографирова), модель телефона(1;0.3;iphon), гаджет(1;1.0;iphon)
Предметное фото	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	фото(1;1.0;фот)
Видеосъёмка конференции, 5 часов	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.989	Ремонт мелкой техники = 0.011
	часы(1;1.0;час), мероприятие(1;1.0;конференц), видео(1;1.0;видеосъемк), фото-видео съемка(1;1.0;видеосъемк)
10 фото двух залов ресторана	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	комната(1;1.0;зал), развлекательное заведение(1;1.0;рестора), фото(1;1.0;фот)
Сделать фото 3х предметов	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	фото(1;1.0;фот)
Видеосъемка на 1 час	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.989	Ремонт мелкой техники = 0.011
	часы(1;1.0;час), видео(1;1.0;видеосъемк), фото-видео съемка(1;1.0;видеосъемк)
Нарезать фото в графическом редакторе	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	фото(1;1.0;фот)
Провести фотосессию 1-2 часа (желательно на мой фотоаппарат)	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	провести(1;1.0;провест), фото-видео техника(1;1.0;фотоаппарат), фото-видео съемка(1;1.0;фотосесс), часы(1;1.0;час)
Фото услуги на выставке ВДНХ	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	фото(1;1.0;фот)
Оцифровать 1,5 часа записи с mini-dv кассет	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.911	Другое = 0.074	Ремонт мелкой техники = 0.015
	видео(1;1.0;оцифрова), часы(1;1.0;час)
Нужна идея для фотосессии	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;фотосесс)
Мне нужна фото-и видеосъемка меня, для размещения материала на сайте	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	сайт(1;1.0;сайт), видео(1;1.0;видеосъемк), фото-видео съемка(1;1.0;видеосъемк)
Нужен фотограф на мероприятие (3 часа) - возможно дальнейшее сотрудничество на постоянной основе!	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.978	Ремонт мелкой техники = 0.017	Работа = 0.004
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф), мероприятие(1;1.0;мероприят), часы(1;1.0;час)
Нужно фото после взрыва в строящемся здании	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	дом(1;1.0;здан), фото(1;1.0;фот)
Мне нужна фотосъемка меня, для размещения материала на сайте	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.941	Работа = 0.059
	фото-видео съемка(1;1.0;фотосъемк), сайт(1;1.0;сайт)
Нужен фотограф для семьи, в ожидании дитя	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Семейная фотосессия в студии - 1 час	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.931	Работа = 0.050	Ремонт мелкой техники = 0.019
	часы(1;1.0;час), фото-видео съемка(1;1.0;фотосесс)
Видеооператор на час	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.989	Ремонт мелкой техники = 0.011
	видео(1;1.0;видеооператор), фото-видео съемка(1;1.0;видеооператор), часы(1;1.0;час)
Нужен фотограф для сьемки вязаных изделий ручной работы ЦАО САО	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.861	Фото- и видео-услуги -> Обработка фото = 0.133	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф), работа(1;1.0;работ)
Сделать фото аксессуаров	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	фото(1;1.0;фот)
Съемка курса лекций (5-6 часов)	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.931	Работа = 0.050	Ремонт мелкой техники = 0.019
	часы(1;1.0;час), фото-видео съемка(1;1.0;съемк)
Сфотографировать 30 объектов по г. москва	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.934	Ремонт цифровой техники -> Видео-фото техника = 0.066
	фото-видео съемка(1;1.0;сфотографирова), фото-видео техника(1;1.0;объект)
Фото одежды в раскладку	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	clothes(1;1.0;одежд), фото(1;1.0;фот)
Провести предметную фотосъемку 4х телефонов	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	гаджет(1;1.0;телефон), телефон(1;1.0;телефон), провести(1;1.0;провест), фото-видео съемка(1;1.0;фотосъемк)
Фото и видео-съемка свадьбы	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	свадьба(1;1.0;свадьб), фото(1;1.0;фот)
Помощник фотостудии на мероприятии (с фото навыками)	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.884	Работа = 0.116
	мероприятие(1;1.0;мероприят), помощь(1;1.0;помощник), фото(1;1.0;фот)
Нужен видеооператор для репортажной съемки	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	видео(1;1.0;видеооператор), фото-видео съемка(1;1.0;видеооператор), фото-видео съемка(1;1.0;съемк)



----------------------------------------------------------




----------------------------------------------------------

Необходимо сделать прозрачный шаблон с логотипом и адресом сайта для добавления на фотографии	OK	Дизайн
	Дизайн = 0.994	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф), шаблон(1;1.0;шаблон), сайт(1;1.0;сайт), дизайн(1;1.0;логотип)
Создать коллаж из фотографий	OK	Дизайн
	Дизайн = 0.928	Фото- и видео-услуги -> Обработка фото = 0.067	Работа = 0.006
	создать(1;1.0;созда), дизайн(1;1.0;коллаж), фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)



----------------------------------------------------------

Ретушь фотографий для интернет-магазина	OK	Фото- и видео-услуги -> Обработка фото
	Фото- и видео-услуги -> Обработка фото = 0.994	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф), ретуш(1;1.0;ретуш), интернет-магазин(1;1.0;интернет-магазин)
Обработать для интернет-магазина 94 фотографии	OK	Фото- и видео-услуги -> Обработка фото
	Фото- и видео-услуги -> Обработка фото = 0.994	Работа = 0.006
	обработка(1;1.0;обработа), фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф), интернет-магазин(1;1.0;интернет-магазин)
Обработать 4 фотографии и сделать формат "на паспорт"	OK	Фото- и видео-услуги -> Обработка фото
	Фото- и видео-услуги -> Обработка фото = 0.994	Работа = 0.006
	обработка(1;1.0;обработа), фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Обработать фотографии	OK	Фото- и видео-услуги -> Обработка фото
	Фото- и видео-услуги -> Обработка фото = 0.994	Работа = 0.006
	обработка(1;1.0;обработа), фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Обработать фотографию	OK	Фото- и видео-услуги -> Обработка фото
	Фото- и видео-услуги -> Обработка фото = 0.994	Работа = 0.006
	обработка(1;1.0;обработа), фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Необходимо отредактировать 1 фото	OK	Фото- и видео-услуги -> Обработка фото
	Фото- и видео-услуги -> Обработка фото = 0.991	Ремонт цифровой техники = 0.009
	редактирование(1;1.0;отредактирова), фото(1;1.0;фот)
Необходимо сделать цветокоррекцию и обтравку 43 фотографий	OK	Фото- и видео-услуги -> Обработка фото
	Фото- и видео-услуги -> Обработка фото = 0.994	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф), ретуш(1;1.0;цветокоррекц), ретуш(1;1.0;обтравк)
Необходимо отредактировать старые фото	OK	Фото- и видео-услуги -> Обработка фото
	Фото- и видео-услуги -> Обработка фото = 0.991	Ремонт цифровой техники = 0.009
	редактирование(1;1.0;отредактирова), фото(1;1.0;фот)
Уменьшить фотографии	OK	Фото- и видео-услуги -> Обработка фото
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Провести фото съемку	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.931	Фото- и видео-услуги -> Обработка фото = 0.069
	провести(1;1.0;провест), фото(1;1.0;фот), фото-видео съемка(1;1.0;съемк)
Нужен видеооператор на свадьбу	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	видео(1;1.0;видеооператор), фото-видео съемка(1;1.0;видеооператор), свадьба(1;1.0;свадьб)
Видеосъемка на гастрономическом ивенте	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	событие(1;1.0;ивент), видео(1;1.0;видеосъемк), фото-видео съемка(1;1.0;видеосъемк)
Предметная видеосъемка косметических товаров для интернет магазина	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	сеть(1;1.0;интернет), магазин(1;1.0;магазин), интернет-магазин(1;1.0;интернет магазин), товары(1;1.0;товар), видео(1;1.0;видеосъемк), фото-видео съемка(1;1.0;видеосъемк)
Срочно фотограф любой!	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф), срочно(1;1.0;срочн)
Нужно снять видео и фото выступления	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	видео(1;1.0;виде), событие(1;1.0;выступлен), фото(1;1.0;фот)
Сфотографировать автомобили в автосалоне	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;сфотографирова), автосалон(1;1.0;автосалон)
Нужен фотограф	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Ищется свадебный фотограф В Санкт-Петербурге на 2 июня	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф), свадьба(1;1.0;свадебн)
Необходимо провести предметную фотосъемку	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.959	Другое = 0.041
	провести(1;1.0;провест), фото-видео съемка(1;1.0;фотосъемк)
Нужен видеооператор на съемку в детский центр	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	видео(1;1.0;видеооператор), фото-видео съемка(1;1.0;видеооператор), фото-видео съемка(1;1.0;съемк)
Сфотографировать строящееся здание на ул. Правды	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	дом(1;1.0;здан), фото-видео съемка(1;1.0;сфотографирова)
Нужна художественная и предметная фотосъёмка Москва	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;фотосъемк)
Видеосъемка в Зеленограде	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	видео(1;1.0;видеосъемк), фото-видео съемка(1;1.0;видеосъемк)
Нужна фотосъемка щенков	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;фотосъемк)
Провести фотосессию участников хора. 6 Октября	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.959	Другое = 0.041
	провести(1;1.0;провест), фото-видео съемка(1;1.0;фотосесс)
Завтра приехать в дом пионеров на воробьевы горы и сфотографировать тренировки	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	тренировка(1;1.0;тренировк), дом(1;1.0;дом), на дому(1;1.0;дом), фото-видео съемка(1;1.0;сфотографирова)
Нужен фотограф + свет на мероприятие	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.994	Работа = 0.006
	мероприятие(1;1.0;мероприят), фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Фотограф на спортивный турнир по боулингу	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф), конкурс(1;1.0;турнир)
Съемка с квадрокоптера	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;съемк)
Организовать фотосъемку	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	организовать(1;1.0;организова), фото-видео съемка(1;1.0;фотосъемк)
Провести выездную фотосессию	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.959	Другое = 0.041
	провести(1;1.0;провест), фото-видео съемка(1;1.0;фотосесс)
Нужен видеооператор на мероприятие	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	видео(1;1.0;видеооператор), фото-видео съемка(1;1.0;видеооператор), мероприятие(1;1.0;мероприят)
Фотосъемка выставочного стенда в Экспоцентре	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;фотосъемк)
Необходимо провести фотосъемку на спортивном мероприятии	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.959	Другое = 0.041
	провести(1;1.0;провест), мероприятие(1;1.0;мероприят), фото-видео съемка(1;1.0;фотосъемк)
Фотограф на вечер	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Фотограф на мероприятие в Сб, 17.5	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.994	Работа = 0.006
	мероприятие(1;1.0;мероприят), фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Нужен видеооператор на выписку	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	видео(1;1.0;видеооператор), фото-видео съемка(1;1.0;видеооператор)
Видеосъемка образовательного курса	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	видео(1;1.0;видеосъемк), фото-видео съемка(1;1.0;видеосъемк)
Съемка торговых центров "К-24", "Акрополь"	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.973	Работа = 0.027
	продать(1;1.0;торгов), магазин(1;1.0;торгов центр), фото-видео съемка(1;1.0;съемк)
Нужна актерская фотосъемка(30 фото, не больше)	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фот), фото-видео съемка(1;1.0;фотосъемк)
Фотограф на раннее утро 13.07	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Нужен фотограф на семейный праздник	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Необходимо провести фотосъемку	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.959	Другое = 0.041
	провести(1;1.0;провест), фото-видео съемка(1;1.0;фотосъемк)
Сфотографировать определённую продукцию в 20 магазинах	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.960	Работа = 0.040
	магазин(1;1.0;магазин), фото-видео съемка(1;1.0;сфотографирова)
Фотограф в Ясенево	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Нужен фотограф на детский утренник	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Интерьерная фото съемка	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фот), фото-видео съемка(1;1.0;съемк)
Фотограф в ЗАГС	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	организация(1;1.0;загс), фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Нужен фотограф на репортажную съемку концерта 09.05.14	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф), фото-видео съемка(1;1.0;съемк)
Нужен фотограф на полчаса (10-20 хороших кадров)	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Провести предметную фотосъемку изделий из стекла (посуда, вазы и тд)	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.959	Другое = 0.041
	провести(1;1.0;провест), стекло(1;1.0;стекл), фото-видео съемка(1;1.0;фотосъемк)
Сходить и сфотографировать	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;сфотографирова), доставка(1;1.0;сход), сопровождение(1;1.0;сход)
Нужно сделать фотосъемку образцов	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;фотосъемк)
Нужен фотограф на интерьерную фото съёмку 22.02.2014	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф), фото(1;1.0;фот), фото-видео съемка(1;1.0;съемк)
Провести видео съемку	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	провести(1;1.0;провест), видео(1;1.0;виде), видео(1;1.0;виде съемк), фото-видео съемка(1;1.0;виде съемк), фото-видео съемка(1;1.0;съемк)
Необходимо провести видеосъемку (можно любительскую)	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	провести(1;1.0;провест), видео(1;1.0;видеосъемк), фото-видео съемка(1;1.0;видеосъемк)
Видеосъемка кота	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	домашнее животное(1;1.0;кот), видео(1;1.0;видеосъемк), фото-видео съемка(1;1.0;видеосъемк)
Нужен фотограф на корпоративное мероприятие	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.994	Работа = 0.006
	мероприятие(1;1.0;мероприят), фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Нужен фотограф!	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Нужен фотограф в Зеленограде	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Предметная фотосъемка	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;фотосъемк)
Фотограф на свадьбу	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	свадьба(1;1.0;свадьб), фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Нужен видеооператор на конференцию	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	видео(1;1.0;видеооператор), фото-видео съемка(1;1.0;видеооператор), мероприятие(1;1.0;конференц)
Фотоуслуги. Предметная съемка	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;съемк)
Нужно сфотографировать выполнение мною под руководством инструктора спортивных упражнений	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;сфотографирова)
Фотограф готовый выехать на репортаж прямо сейчас!!!!	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Нужна фотосессия в студии	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;фотосесс)
Репортажная видеосъемка	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	видео(1;1.0;видеосъемк), фото-видео съемка(1;1.0;видеосъемк)
Нужен видеооператор	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	видео(1;1.0;видеооператор), фото-видео съемка(1;1.0;видеооператор)
Необходимо провести фотосъемку 12 пар угг	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.959	Другое = 0.041
	провести(1;1.0;провест), фото-видео съемка(1;1.0;фотосъемк)
Видеосъемка выступления выпускников театральной студии	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	событие(1;1.0;выступлен), видео(1;1.0;видеосъемк), фото-видео съемка(1;1.0;видеосъемк)
Устроить тематическую фотосессию	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;фотосесс), организовать(1;1.0;устро)
Профессиональную фотосъемку	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;фотосъемк)
Сфотографировать продавцов в магазине	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.960	Работа = 0.040
	магазин(1;1.0;магазин), фото-видео съемка(1;1.0;сфотографирова)
1000 фотографий Санкт-Петербурга	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Фотосъемка на мастер-классе в Нескучном Саду	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.948	Работа = 0.052
	фото-видео съемка(1;1.0;фотосъемк)
Видеосъемка нескольких видеопоздравлений срочно	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 1.000
	срочно(1;1.0;срочн), видео(1;1.0;видеосъемк), фото-видео съемка(1;1.0;видеосъемк)
Работа с фотографиями	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.861	Фото- и видео-услуги -> Обработка фото = 0.133	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф), работа(1;1.0;работ)
Нужен фотограф на мероприятие 21 сентября	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.994	Работа = 0.006
	мероприятие(1;1.0;мероприят), фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Провести предметную фотосъемку 9 предметов детской одежды	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.959	Другое = 0.041
	провести(1;1.0;провест), clothes(1;1.0;одежд), фото-видео съемка(1;1.0;фотосъемк)
Фотографии: семечки подсолнечника в полете)	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Съемка торговых центров "Таганка", "Планета", "Радуга" и "Таганский пассаж"	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.973	Работа = 0.027
	магазин(1;1.0;торгов центр), фото-видео съемка(1;1.0;съемк), продать(1;1.0;торгов), производитель часов(1;0.3;радуг)
Нужен фотограф на спортивное мероприятие	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.994	Работа = 0.006
	мероприятие(1;1.0;мероприят), фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Провести фотосъемку кулинарного мастер-класса	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.959	Другое = 0.041
	провести(1;1.0;провест), фото-видео съемка(1;1.0;фотосъемк)
Нужен фотограф на день рождения	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Нужен фотограф на детское мероприятие 12 февраля 2014	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.994	Работа = 0.006
	мероприятие(1;1.0;мероприят), фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Нужен фотограф на выписку из роддома	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.862	Фото- и видео-услуги -> Обработка фото = 0.132	Работа = 0.006
	фото(1;1.0;фотограф), фото-видео съемка(1;1.0;фотограф)
Нужен фотограф на мероприятие - возможно дальнейшее сотрудничество на постоянной основе!	OK	Фото- и видео-услуги
	Фото- и видео-услуги = 0.994	Работа = 0.006
